236.02,236.03,235.91,235.91
236.07,236.08,236.01,236.02
236.08,236.12,236.08,236.08
236.12,236.12,236.065,236.075
236.12,236.12,236.1,236.12
236.11,236.13,236.095,236.12
236.07,236.11,236.065,236.11
236.05,236.09,236.04,236.07
236.08,236.08,236.05,236.05
236.11,236.11,236.08,236.08
236.13,236.13,236.11,236.12
236.1,236.13,236.09,236.13
236.125,236.13,236.1,236.1
236.09,236.125,236.09,236.125
236.06,236.08,236.04,236.08
236.035,236.07,236.03,236.06
236.05,236.07,236.035,236.04
236.07,236.08,236.05,236.05
236.07,236.08,236.05,236.05
236.1,236.1,236.07,236.07
236.1,236.1,236.07,236.09
236.16,236.17,236.1,236.1
236.17,236.17,236.15,236.165
236.16,236.18,236.16,236.17
236.16,236.19,236.16,236.16
236.15,236.16,236.14,236.16
236.14,236.17,236.13,236.15
236.18,236.21,236.15,236.15
236.15,236.18,236.14,236.18
236.11,236.16,236.11,236.16
236.12,236.12,236.085,236.11
236.13,236.14,236.12,236.12
236.08,236.13,236.08,236.13
236.13,236.135,236.08,236.08
236.075,236.12,236.075,236.12
236.06,236.07,236.06,236.07
236.08,236.08,236.05,236.05
236.1,236.11,236.09,236.09
236.12,236.13,236.105,236.105
236.07,236.13,236.065,236.115
236.09,236.1,236.06,236.08
236.08,236.1,236.06,236.09
236.14,236.14,236.08,236.08
236.16,236.16,236.13,236.13
236.14,236.15,236.13,236.15
236.18,236.19,236.14,236.14
236.19,236.22,236.17,236.185
236.12,236.19,236.12,236.19
236.17,236.17,236.095,236.11
236.13,236.17,236.12,236.16
236.07,236.13,236.07,236.13
236.125,236.125,236.07,236.07
236.12,236.125,236.11,236.12
236.14,236.14,236.12,236.125
236.15,236.15,236.12,236.14
236.11,236.16,236.11,236.16
236.14,236.14,236.11,236.11
236.105,236.13,236.105,236.13
236.07,236.1,236.06,236.1
236.1,236.1,236.065,236.08
236.07,236.1,236.07,236.1
236.02,236.07,236.01,236.07
236.03,236.03,236.01,236.02
235.98,236.02,235.96,236.02
235.98,235.98,235.96,235.98
235.95,235.98,235.94,235.98
236.0,236.01,235.95,235.95
235.99,236.0,235.98,236.0
235.995,236.0,235.97,235.985
236.01,236.01,235.99,235.99
235.95,236.01,235.95,236.01
236.02,236.02,235.945,235.95
235.94,236.01,235.94,236.01
235.98,235.98,235.94,235.94
235.94,235.995,235.94,235.99
235.96,235.97,235.94,235.94
235.97,235.97,235.95,235.95
235.98,236.0,235.96,235.97
235.95,235.98,235.95,235.98
235.95,235.95,235.94,235.95
235.96,235.995,235.95,235.95
235.91,235.96,235.91,235.96
235.87,235.9,235.86,235.9
235.91,235.91,235.87,235.87
235.87,235.9,235.87,235.9
235.89,235.89,235.86,235.87
235.93,235.93,235.89,235.89
235.95,235.95,235.91,235.935
235.95,235.95,235.93,235.94
235.955,235.97,235.94,235.95
235.9,235.955,235.9,235.955
235.915,235.93,235.885,235.9
235.91,235.94,235.91,235.91
235.91,235.925,235.89,235.9
235.89,235.91,235.89,235.91
235.85,235.89,235.85,235.89
235.89,235.89,235.84,235.845
235.91,235.91,235.89,235.89
235.92,235.93,235.9,235.905
235.945,235.945,235.92,235.925
236.03,236.03,235.94,235.95
236.005,236.03,236.005,236.02
235.98,236.005,235.97,236.005
235.98,236.0,235.98,235.99
235.97,235.985,235.965,235.97
235.98,235.99,235.97,235.97
235.98,235.99,235.98,235.98
236.02,236.05,235.99,235.99
236.025,236.025,236.0,236.02
236.01,236.02,236.0,236.02
236.02,236.02,235.995,236.015
236.04,236.04,236.02,236.02
236.01,236.03,236.01,236.03
236.02,236.02,236.005,236.01
236.04,236.04,236.025,236.025
236.08,236.08,236.025,236.03
236.08,236.08,236.06,236.07
236.07,236.08,236.065,236.07
236.05,236.07,236.05,236.06
236.04,236.04,236.025,236.04
236.02,236.045,236.02,236.04
236.02,236.025,236.015,236.02
236.025,236.025,236.01,236.015
236.04,236.04,236.03,236.03
236.0,236.04,235.99,236.04
235.99,236.0,235.99,236.0
235.99,235.99,235.99,235.99
235.99,235.99,235.985,235.985
235.96,236.01,235.96,235.99
235.99,236.01,235.97,235.97
235.97,236.01,235.97,235.99
235.98,235.98,235.955,235.96
236.03,236.03,235.99,235.99
236.04,236.04,236.03,236.03
236.04,236.05,236.04,236.05
236.08,236.09,236.04,236.04
236.02,236.09,236.02,236.08
236.02,236.02,236.02,236.02
236.025,236.025,235.99,236.01
236.02,236.03,236.02,236.02
236.01,236.025,236.01,236.02
236.06,236.06,236.01,236.01
236.01,236.08,236.01,236.07
236.0,236.01,236.0,236.01
236.02,236.03,236.0,236.0
236.04,236.04,236.02,236.02
236.095,236.095,236.04,236.04
236.11,236.12,236.09,236.1
236.12,236.14,236.1,236.12
236.075,236.11,236.07,236.11
236.07,236.08,236.06,236.075
236.06,236.075,236.06,236.07
236.05,236.05,236.04,236.05
236.08,236.08,236.05,236.05
236.08,236.09,236.07,236.085
236.04,236.075,236.04,236.075
236.1,236.1,236.035,236.04
236.095,236.095,236.08,236.09
236.07,236.095,236.045,236.095
236.07,236.07,236.05,236.07
236.03,236.07,236.03,236.065
236.0,236.03,236.0,236.03
236.0,236.025,235.99,235.995
235.97,236.02,235.96,236.01
235.98,235.985,235.96,235.97
235.98,236.0,235.96,235.99
236.01,236.01,235.98,235.98
235.98,236.0,235.98,236.0
236.04,236.04,235.98,235.98
236.1,236.1,236.04,236.04
236.08,236.1,236.06,236.1
236.02,236.07,236.02,236.07
236.04,236.04,235.99,236.02
236.04,236.05,236.03,236.045
236.0,236.03,236.0,236.03
235.98,236.005,235.98,236.0
236.03,236.03,235.98,235.98
236.0,236.02,236.0,236.02
236.01,236.025,236.0,236.01
235.95,236.01,235.95,236.01
235.94,235.95,235.9,235.95
235.98,235.99,235.95,235.95
235.99,236.0,235.98,235.98
235.97,235.99,235.97,235.99
236.0,236.0,235.97,235.97
235.99,236.0,235.97,235.995
236.02,236.025,235.99,235.995
235.99,236.02,235.99,236.02
236.02,236.02,236.0,236.0
236.0,236.01,235.98,236.01
236.005,236.01,236.0,236.0
236.02,236.03,236.0,236.0
236.01,236.04,236.01,236.015
236.01,236.02,236.01,236.01
236.0,236.01,235.995,236.01
235.99,236.01,235.98,236.0
236.115,236.12,236.0,236.0
236.13,236.17,236.11,236.11
236.2,236.2,236.13,236.13
236.2,236.2,236.18,236.2
236.23,236.23,236.18,236.2
236.21,236.25,236.21,236.22
236.19,236.2,236.19,236.2
236.19,236.2,236.19,236.19
236.26,236.265,236.2,236.2
236.25,236.26,236.25,236.26
236.275,236.28,236.23,236.24
236.29,236.3,236.265,236.28
236.29,236.32,236.29,236.3
236.26,236.31,236.26,236.29
236.3,236.32,236.26,236.27
236.38,236.38,236.29,236.3
236.38,236.4,236.37,236.38
236.39,236.42,236.385,236.39
236.39,236.41,236.38,236.39
236.35,236.41,236.345,236.4
236.39,236.39,236.36,236.36
236.44,236.44,236.38,236.39
236.43,236.435,236.41,236.435
236.45,236.45,236.41,236.43
236.47,236.485,236.43,236.45
236.51,236.54,236.46,236.47
236.53,236.53,236.5,236.515
236.59,236.59,236.53,236.53
236.58,236.61,236.57,236.59
236.615,236.615,236.56,236.57
236.655,236.68,236.595,236.61
236.64,236.67,236.635,236.655
236.65,236.67,236.63,236.645
236.64,236.65,236.62,236.65
236.605,236.64,236.585,236.64
236.62,236.635,236.58,236.605
236.585,236.63,236.58,236.625
236.59,236.61,236.56,236.585
236.61,236.64,236.575,236.59
236.74,236.79,236.6,236.6
